image_path,label
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/138_Lingeringly_44632.jpg,lingeringly
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/139_NECROMANCERS_51157.jpg,necromancers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/13_BULKHEAD_10095.jpg,bulkhead
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/140_Woodhull_87101.jpg,woodhull
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/141_XREFFING_87571.jpg,xreffing
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/142_Yearlings_87710.jpg,yearlings
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/143_Hacker_34456.jpg,hacker
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/144_Othello_53914.jpg,othello
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/145_Storage_74938.jpg,storage
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/146_dissolve_22707.jpg,dissolve
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/147_ivorian_41055.jpg,ivorian
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/148_Registered_64030.jpg,registered
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/149_TANGOING_77444.jpg,tangoing
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/14_SECONDMENTS_69018.jpg,secondments
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/150_CODIFIES_14665.jpg,codifies
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/151_Retrieves_65577.jpg,retrieves
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/152_fireside_29095.jpg,fireside
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/153_8_137.jpg,8
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/154_Extremist_27694.jpg,extremist
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/155_unmentioned_82884.jpg,unmentioned
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/156_Negros_51244.jpg,negros
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/157_Condense_15783.jpg,condense
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/158_lodger_45055.jpg,lodger
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/159_Unpractical_82986.jpg,unpractical
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/15_PRECIOUSNESS_59454.jpg,preciousness
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/160_postmeridian_59118.jpg,postmeridian
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/161_RESTUDIED_65384.jpg,restudied
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/162_Goggles_33023.jpg,goggles
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/163_FAGOTING_27901.jpg,fagoting
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/164_Audra_4824.jpg,audra
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/165_Thighs_78655.jpg,thighs
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/166_valeria_83909.jpg,valeria
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/167_Frizz_30974.jpg,frizz
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/168_LEWDNESS_44238.jpg,lewdness
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/169_crimsoned_18101.jpg,crimsoned
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/16_Spics_73377.jpg,spics
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/170_folksiness_29965.jpg,folksiness
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/171_bloodcare_8144.jpg,bloodcare
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/172_BOUNCED_8981.jpg,bounced
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/173_tutto_81313.jpg,tutto
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/174_Behaviorally_6751.jpg,behaviorally
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/175_DULCIMERS_24069.jpg,dulcimers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/176_UNBUCKLING_81830.jpg,unbuckling
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/177_phanerozoic_57111.jpg,phanerozoic
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/178_ARM_3957.jpg,arm
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/179_winsomely_86815.jpg,winsomely
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/17_sedation_69086.jpg,sedation
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/180_peroxiding_56795.jpg,peroxiding
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/181_outset_54181.jpg,outset
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/182_expurgation_27553.jpg,expurgation
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/183_Flouring_29718.jpg,flouring
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/184_ghostlier_32360.jpg,ghostlier
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/185_BANTAMS_5832.jpg,bantams
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/186_PALEOGRAPHY_55109.jpg,paleography
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/187_preferment_59627.jpg,preferment
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/188_payoffs_56074.jpg,payoffs
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/189_randoms_62372.jpg,randoms
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/18_DAWDLERS_19373.jpg,dawdlers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/190_MICROSCOPE_48247.jpg,microscope
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/191_flophouse_29656.jpg,flophouse
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/192_Minnelli_48658.jpg,minnelli
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/193_REVOLUTIONS_65812.jpg,revolutions
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/194_metalworking_48012.jpg,metalworking
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/195_BIOPHYSICISTS_7591.jpg,biophysicists
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/196_UNISON_82723.jpg,unison
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/197_ORIOLES_53765.jpg,orioles
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/198_europeans_26787.jpg,europeans
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/199_CIRCULARIZED_13724.jpg,circularized
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/19_FUJIWARA_31180.jpg,fujiwara
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/1_filches_28859.jpg,filches
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/200_PREMED_59683.jpg,premed
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/201_fluttery_29844.jpg,fluttery
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/202_stevens_74642.jpg,stevens
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/203_Welt_86026.jpg,welt
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/204_evildoers_26918.jpg,evildoers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/205_Milady_48371.jpg,milady
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/206_pilferage_57601.jpg,pilferage
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/207_aggression_1581.jpg,aggression
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/208_Carnivorously_11637.jpg,carnivorously
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/209_anonymity_3034.jpg,anonymity
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/20_conscientious_16203.jpg,conscientious
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/210_graphed_33469.jpg,graphed
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/211_OUTSPENDS_54210.jpg,outspends
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/212_LURE_45677.jpg,lure
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/213_Howard_37120.jpg,howard
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/214_acidulous_768.jpg,acidulous
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/215_OATMEAL_52731.jpg,oatmeal
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/216_Endows_25705.jpg,endows
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/217_veracruz_84307.jpg,veracruz
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/218_spookier_73644.jpg,spookier
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/219_EXPURGATING_27552.jpg,expurgating
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/21_reinforcing_64196.jpg,reinforcing
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/220_FILMSTRIP_28910.jpg,filmstrip
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/221_judges_41869.jpg,judges
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/222_balled_5633.jpg,balled
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/223_encored_25600.jpg,encored
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/224_HOSTLERS_36983.jpg,hostlers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/225_fletcher_29528.jpg,fletcher
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/226_Blowguns_8227.jpg,blowguns
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/227_FLANNELING_29353.jpg,flanneling
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/228_CORNING_17078.jpg,corning
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/229_VISUALIZATIONS_84837.jpg,visualizations
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/22_Fawkes_28329.jpg,fawkes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/230_cognomen_14747.jpg,cognomen
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/231_Rizik_66311.jpg,rizik
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/232_Nbs_51080.jpg,nbs
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/233_Merrimack_47906.jpg,merrimack
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/234_lehman_44005.jpg,lehman
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/235_antibacterial_3140.jpg,antibacterial
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/236_Naturalization_51004.jpg,naturalization
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/237_Slimmers_71695.jpg,slimmers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/238_MOVE_50126.jpg,move
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/239_humeri_37289.jpg,humeri
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/23_renter_64675.jpg,renter
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/240_OUTLIVING_54096.jpg,outliving
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/241_brooklets_9780.jpg,brooklets
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/242_royal_66880.jpg,royal
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/243_shtick_70618.jpg,shtick
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/244_RIVET_66296.jpg,rivet
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/245_craved_17857.jpg,craved
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/246_redacts_63463.jpg,redacts
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/247_Ladybirds_43106.jpg,ladybirds
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/248_mussels_50572.jpg,mussels
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/249_SMOTHER_72063.jpg,smother
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/24_butane_10498.jpg,butane
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/250_Hastiness_35144.jpg,hastiness
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/251_PONTIFICALLY_58805.jpg,pontifically
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/252_NOTWITHSTANDING_52413.jpg,notwithstanding
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/253_Snuffers_72378.jpg,snuffers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/254_hemisphere_35754.jpg,hemisphere
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/255_fairies_27935.jpg,fairies
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/256_SLOPES_71777.jpg,slopes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/257_Ackco_770.jpg,ackco
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/258_mortimer_49903.jpg,mortimer
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/259_necessitate_51131.jpg,necessitate
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/25_Bloodlines_8161.jpg,bloodlines
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/260_OFFPRINTS_53164.jpg,offprints
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/261_EXPRESSIVE_27529.jpg,expressive
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/262_Crackerjack_17737.jpg,crackerjack
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/263_LOCHINVAR_45010.jpg,lochinvar
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/264_nuzzlers_52667.jpg,nuzzlers
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/265_sajona_67423.jpg,sajona
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/266_renting_64677.jpg,renting
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/267_KENNELED_42274.jpg,kenneled
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/268_CITIFIED_13799.jpg,citified
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/269_Occurrence_52996.jpg,occurrence
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/26_REINSERT_64207.jpg,reinsert
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/270_PINFEATHER_57694.jpg,pinfeather
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/271_democracy_20457.jpg,democracy
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/272_Watercourses_85635.jpg,watercourses
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/273_Straitjacket_75048.jpg,straitjacket
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/274_BEGINS_6713.jpg,begins
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/275_refinery_63813.jpg,refinery
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/276_CASTING_11898.jpg,casting
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/277_confiding_15922.jpg,confiding
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/278_eagles_24337.jpg,eagles
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/279_Polish_58589.jpg,polish
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/27_Disparately_22489.jpg,disparately
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/280_DOWNSWING_23549.jpg,downswing
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/281_tracy_80013.jpg,tracy
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/282_plebiscites_58221.jpg,plebiscites
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/283_knifes_42735.jpg,knifes
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/284_mohawk_49342.jpg,mohawk
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/285_WITS_86945.jpg,wits
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/286_cinemascope_13685.jpg,cinemascope
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/287_intone_40449.jpg,intone
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/288_Supercharging_76187.jpg,supercharging
/home/xnmaster/DlProject/deep-learning-project-2024-ai_nndl_group_01_/Synthetic/DEEPLSyntheticD Val Def/2428/3/289_Bonuses_8692.jpg,bonuses
